"","date","county","state","fips","cases","deaths"
"294311","2020-07-03","Henderson","Texas",48213,159,4
"294312","2020-07-03","Hidalgo","Texas",48215,4520,57
"294313","2020-07-03","Hill","Texas",48217,75,1
"294314","2020-07-03","Hockley","Texas",48219,60,1
"294315","2020-07-03","Hood","Texas",48221,92,4
"294316","2020-07-03","Hopkins","Texas",48223,70,0
"294317","2020-07-03","Houston","Texas",48225,165,0
"294318","2020-07-03","Howard","Texas",48227,42,1
"294319","2020-07-03","Hudspeth","Texas",48229,16,0
"294320","2020-07-03","Hunt","Texas",48231,505,8
"294321","2020-07-03","Hutchinson","Texas",48233,68,0
"294322","2020-07-03","Irion","Texas",48235,2,0
"294323","2020-07-03","Jack","Texas",48237,11,0
"294324","2020-07-03","Jackson","Texas",48239,47,1
"294325","2020-07-03","Jasper","Texas",48241,60,2
"294326","2020-07-03","Jeff Davis","Texas",48243,4,0
"294327","2020-07-03","Jefferson","Texas",48245,2240,34
"294328","2020-07-03","Jim Hogg","Texas",48247,16,0
"294329","2020-07-03","Jim Wells","Texas",48249,176,0
"294330","2020-07-03","Johnson","Texas",48251,526,4
"294331","2020-07-03","Jones","Texas",48253,610,0
"294332","2020-07-03","Karnes","Texas",48255,52,0
"294333","2020-07-03","Kaufman","Texas",48257,724,5
"294334","2020-07-03","Kendall","Texas",48259,70,0
"294335","2020-07-03","Kenedy","Texas",48261,1,0
"294336","2020-07-03","Kerr","Texas",48265,109,1
"294337","2020-07-03","Kimble","Texas",48267,6,0
"294338","2020-07-03","Kinney","Texas",48271,2,0
"294339","2020-07-03","Kleberg","Texas",48273,79,1
"294340","2020-07-03","Knox","Texas",48275,3,0
"294341","2020-07-03","La Salle","Texas",48283,21,0
"294342","2020-07-03","Lamar","Texas",48277,316,13
"294343","2020-07-03","Lamb","Texas",48279,50,0
"294344","2020-07-03","Lampasas","Texas",48281,20,0
"294345","2020-07-03","Lavaca","Texas",48285,175,1
"294346","2020-07-03","Lee","Texas",48287,63,3
"294347","2020-07-03","Leon","Texas",48289,33,0
"294348","2020-07-03","Liberty","Texas",48291,376,3
"294349","2020-07-03","Limestone","Texas",48293,60,1
"294350","2020-07-03","Lipscomb","Texas",48295,11,0
"294351","2020-07-03","Live Oak","Texas",48297,31,0
"294352","2020-07-03","Llano","Texas",48299,11,0
"294353","2020-07-03","Lubbock","Texas",48303,2620,52
"294354","2020-07-03","Lynn","Texas",48305,38,1
"294355","2020-07-03","Madison","Texas",48313,38,0
"294356","2020-07-03","Marion","Texas",48315,28,1
"294357","2020-07-03","Martin","Texas",48317,17,1
"294358","2020-07-03","Mason","Texas",48319,34,0
"294359","2020-07-03","Matagorda","Texas",48321,261,5
"294360","2020-07-03","Maverick","Texas",48323,455,5
"294361","2020-07-03","McCulloch","Texas",48307,17,0
"294362","2020-07-03","McLennan","Texas",48309,1563,9
"294363","2020-07-03","Medina","Texas",48325,293,2
"294364","2020-07-03","Menard","Texas",48327,8,0
"294365","2020-07-03","Midland","Texas",48329,772,15
"294366","2020-07-03","Milam","Texas",48331,92,1
"294367","2020-07-03","Mills","Texas",48333,1,0
"294368","2020-07-03","Mitchell","Texas",48335,10,0
"294369","2020-07-03","Montague","Texas",48337,21,1
"294370","2020-07-03","Montgomery","Texas",48339,2353,37
"294371","2020-07-03","Moore","Texas",48341,897,15
"294372","2020-07-03","Morris","Texas",48343,41,0
"294373","2020-07-03","Motley","Texas",48345,1,0
"294374","2020-07-03","Nacogdoches","Texas",48347,425,26
"294375","2020-07-03","Navarro","Texas",48349,323,6
"294376","2020-07-03","Newton","Texas",48351,12,0
"294377","2020-07-03","Nolan","Texas",48353,42,0
"294378","2020-07-03","Nueces","Texas",48355,3272,10
"294379","2020-07-03","Ochiltree","Texas",48357,53,2
"294380","2020-07-03","Oldham","Texas",48359,4,1
"294381","2020-07-03","Orange","Texas",48361,303,5
"294382","2020-07-03","Palo Pinto","Texas",48363,34,2
"294383","2020-07-03","Panola","Texas",48365,213,24
"294384","2020-07-03","Parker","Texas",48367,333,1
"294385","2020-07-03","Parmer","Texas",48369,213,8
"294386","2020-07-03","Pecos","Texas",48371,131,0
"294387","2020-07-03","Polk","Texas",48373,170,0
"294388","2020-07-03","Potter","Texas",48375,2937,39
"294389","2020-07-03","Presidio","Texas",48377,19,0
"294390","2020-07-03","Rains","Texas",48379,13,0
"294391","2020-07-03","Randall","Texas",48381,918,7
"294392","2020-07-03","Reagan","Texas",48383,10,0
"294393","2020-07-03","Real","Texas",48385,2,0
"294394","2020-07-03","Red River","Texas",48387,115,12
"294395","2020-07-03","Reeves","Texas",48389,47,0
"294396","2020-07-03","Refugio","Texas",48391,18,0
"294397","2020-07-03","Roberts","Texas",48393,4,0
"294398","2020-07-03","Robertson","Texas",48395,54,0
"294399","2020-07-03","Rockwall","Texas",48397,377,16
"294400","2020-07-03","Runnels","Texas",48399,17,0
"294401","2020-07-03","Rusk","Texas",48401,281,3
"294402","2020-07-03","Sabine","Texas",48403,26,1
"294403","2020-07-03","San Augustine","Texas",48405,114,7
"294404","2020-07-03","San Jacinto","Texas",48407,57,0
"294405","2020-07-03","San Patricio","Texas",48409,187,0
"294406","2020-07-03","San Saba","Texas",48411,5,0
"294407","2020-07-03","Schleicher","Texas",48413,21,0
"294408","2020-07-03","Scurry","Texas",48415,45,0
"294409","2020-07-03","Shackelford","Texas",48417,5,0
"294410","2020-07-03","Shelby","Texas",48419,281,9
"294411","2020-07-03","Sherman","Texas",48421,30,0
"294412","2020-07-03","Smith","Texas",48423,772,5
"294413","2020-07-03","Somervell","Texas",48425,9,0
"294414","2020-07-03","Starr","Texas",48427,683,3
"294415","2020-07-03","Stephens","Texas",48429,8,0
"294416","2020-07-03","Sutton","Texas",48435,11,0
"294417","2020-07-03","Swisher","Texas",48437,37,1
"294418","2020-07-03","Tarrant","Texas",48439,13423,233
"294419","2020-07-03","Taylor","Texas",48441,540,6
"294420","2020-07-03","Terrell","Texas",48443,2,0
"294421","2020-07-03","Terry","Texas",48445,21,0
"294422","2020-07-03","Throckmorton","Texas",48447,1,0
"294423","2020-07-03","Titus","Texas",48449,852,5
"294424","2020-07-03","Tom Green","Texas",48451,372,1
"294425","2020-07-03","Travis","Texas",48453,11009,134
"294426","2020-07-03","Trinity","Texas",48455,42,0
"294427","2020-07-03","Tyler","Texas",48457,27,0
"294428","2020-07-03","Upshur","Texas",48459,65,0
"294429","2020-07-03","Upton","Texas",48461,6,0
"294430","2020-07-03","Uvalde","Texas",48463,97,1
"294431","2020-07-03","Val Verde","Texas",48465,108,0
"294432","2020-07-03","Van Zandt","Texas",48467,101,3
"294433","2020-07-03","Victoria","Texas",48469,862,8
"294434","2020-07-03","Walker","Texas",48471,2080,28
"294435","2020-07-03","Waller","Texas",48473,165,0
"294436","2020-07-03","Ward","Texas",48475,21,0
"294437","2020-07-03","Washington","Texas",48477,282,31
"294438","2020-07-03","Webb","Texas",48479,1773,27
"294439","2020-07-03","Wharton","Texas",48481,226,1
"294440","2020-07-03","Wheeler","Texas",48483,19,0
"294441","2020-07-03","Wichita","Texas",48485,425,2
"294442","2020-07-03","Wilbarger","Texas",48487,11,0
"294443","2020-07-03","Willacy","Texas",48489,207,3
"294444","2020-07-03","Williamson","Texas",48491,2469,42
"294445","2020-07-03","Wilson","Texas",48493,113,5
"294446","2020-07-03","Winkler","Texas",48495,26,0
"294447","2020-07-03","Wise","Texas",48497,125,5
"294448","2020-07-03","Wood","Texas",48499,94,5
"294449","2020-07-03","Yoakum","Texas",48501,30,0
"294450","2020-07-03","Young","Texas",48503,33,1
"294451","2020-07-03","Zapata","Texas",48505,55,0
"294452","2020-07-03","Zavala","Texas",48507,23,0
"297291","2020-07-04","Anderson","Texas",48001,1070,2
"297292","2020-07-04","Andrews","Texas",48003,98,1
"297293","2020-07-04","Angelina","Texas",48005,541,9
"297294","2020-07-04","Aransas","Texas",48007,34,0
"297295","2020-07-04","Archer","Texas",48009,8,0
"297296","2020-07-04","Armstrong","Texas",48011,3,0
"297297","2020-07-04","Atascosa","Texas",48013,135,2
"297298","2020-07-04","Austin","Texas",48015,88,0
"297299","2020-07-04","Bailey","Texas",48017,102,1
"297300","2020-07-04","Bandera","Texas",48019,27,0
"297301","2020-07-04","Bastrop","Texas",48021,468,6
"297302","2020-07-04","Baylor","Texas",48023,1,0
"297303","2020-07-04","Bee","Texas",48025,59,0
"297304","2020-07-04","Bell","Texas",48027,1523,13
"297305","2020-07-04","Bexar","Texas",48029,14565,122
"297306","2020-07-04","Blanco","Texas",48031,31,1
"297307","2020-07-04","Bosque","Texas",48035,16,0
"297308","2020-07-04","Bowie","Texas",48037,449,22
"297309","2020-07-04","Brazoria","Texas",48039,2626,22
"297310","2020-07-04","Brazos","Texas",48041,2401,33
"297311","2020-07-04","Brewster","Texas",48043,143,1
"297312","2020-07-04","Briscoe","Texas",48045,7,0
"297313","2020-07-04","Brooks","Texas",48047,9,0
"297314","2020-07-04","Brown","Texas",48049,99,13
"297315","2020-07-04","Burleson","Texas",48051,87,0
"297316","2020-07-04","Burnet","Texas",48053,145,3
"297317","2020-07-04","Caldwell","Texas",48055,437,2
"297318","2020-07-04","Calhoun","Texas",48057,97,3
"297319","2020-07-04","Callahan","Texas",48059,19,2
"297320","2020-07-04","Cameron","Texas",48061,2779,67
"297321","2020-07-04","Camp","Texas",48063,123,1
"297322","2020-07-04","Carson","Texas",48065,7,0
"297323","2020-07-04","Cass","Texas",48067,51,2
"297324","2020-07-04","Castro","Texas",48069,99,1
"297325","2020-07-04","Chambers","Texas",48071,352,2
"297326","2020-07-04","Cherokee","Texas",48073,212,2
"297327","2020-07-04","Childress","Texas",48075,7,0
"297328","2020-07-04","Clay","Texas",48077,9,0
"297329","2020-07-04","Cochran","Texas",48079,1,0
"297330","2020-07-04","Coke","Texas",48081,5,1
"297331","2020-07-04","Coleman","Texas",48083,3,0
"297332","2020-07-04","Collin","Texas",48085,3409,46
"297333","2020-07-04","Collingsworth","Texas",48087,6,0
"297334","2020-07-04","Colorado","Texas",48089,104,0
"297335","2020-07-04","Comal","Texas",48091,907,9
"297336","2020-07-04","Comanche","Texas",48093,21,1
"297337","2020-07-04","Concho","Texas",48095,11,0
"297338","2020-07-04","Cooke","Texas",48097,61,0
"297339","2020-07-04","Coryell","Texas",48099,336,2
"297340","2020-07-04","Cottle","Texas",48101,4,1
"297341","2020-07-04","Crane","Texas",48103,60,9
"297342","2020-07-04","Crockett","Texas",48105,13,0
"297343","2020-07-04","Crosby","Texas",48107,26,1
"297344","2020-07-04","Culberson","Texas",48109,3,0
"297345","2020-07-04","Dallam","Texas",48111,91,1
"297346","2020-07-04","Dallas","Texas",48113,24778,395
"297347","2020-07-04","Dawson","Texas",48115,70,1
"297348","2020-07-04","DeWitt","Texas",48123,96,1
"297349","2020-07-04","Deaf Smith","Texas",48117,355,17
"297350","2020-07-04","Delta","Texas",48119,7,0
"297351","2020-07-04","Denton","Texas",48121,3279,37
"297352","2020-07-04","Dickens","Texas",48125,2,0
"297353","2020-07-04","Dimmit","Texas",48127,13,0
"297354","2020-07-04","Donley","Texas",48129,27,0
"297355","2020-07-04","Duval","Texas",48131,56,0
"297356","2020-07-04","Eastland","Texas",48133,11,0
"297357","2020-07-04","Ector","Texas",48135,1092,9
"297358","2020-07-04","Edwards","Texas",48137,2,0
"297359","2020-07-04","El Paso","Texas",48141,6953,135
"297360","2020-07-04","Ellis","Texas",48139,1046,19
"297361","2020-07-04","Erath","Texas",48143,146,1
"297362","2020-07-04","Falls","Texas",48145,34,0
"297363","2020-07-04","Fannin","Texas",48147,112,7
"297364","2020-07-04","Fayette","Texas",48149,104,3
"297365","2020-07-04","Fisher","Texas",48151,10,1
"297366","2020-07-04","Floyd","Texas",48153,36,0
"297367","2020-07-04","Fort Bend","Texas",48157,4120,56
"297368","2020-07-04","Franklin","Texas",48159,50,0
"297369","2020-07-04","Freestone","Texas",48161,33,0
"297370","2020-07-04","Frio","Texas",48163,233,0
"297371","2020-07-04","Gaines","Texas",48165,28,0
"297372","2020-07-04","Galveston","Texas",48167,3990,46
"297373","2020-07-04","Garza","Texas",48169,12,0
"297374","2020-07-04","Gillespie","Texas",48171,45,0
"297375","2020-07-04","Glasscock","Texas",48173,5,0
"297376","2020-07-04","Goliad","Texas",48175,15,0
"297377","2020-07-04","Gonzales","Texas",48177,306,4
"297378","2020-07-04","Gray","Texas",48179,121,4
"297379","2020-07-04","Grayson","Texas",48181,630,5
"297380","2020-07-04","Gregg","Texas",48183,417,14
"297381","2020-07-04","Grimes","Texas",48185,557,2
"297382","2020-07-04","Guadalupe","Texas",48187,849,3
"297383","2020-07-04","Hale","Texas",48189,500,7
"297384","2020-07-04","Hall","Texas",48191,2,1
"297385","2020-07-04","Hamilton","Texas",48193,22,1
"297386","2020-07-04","Hansford","Texas",48195,31,2
"297387","2020-07-04","Hardeman","Texas",48197,5,0
"297388","2020-07-04","Hardin","Texas",48199,260,5
"297389","2020-07-04","Harris","Texas",48201,35913,400
"297390","2020-07-04","Harrison","Texas",48203,332,30
"297391","2020-07-04","Hartley","Texas",48205,36,2
"297392","2020-07-04","Haskell","Texas",48207,5,0
"297393","2020-07-04","Hays","Texas",48209,3067,7
"297394","2020-07-04","Hemphill","Texas",48211,15,0
"297395","2020-07-04","Henderson","Texas",48213,159,4
"297396","2020-07-04","Hidalgo","Texas",48215,4798,58
"297397","2020-07-04","Hill","Texas",48217,76,1
"297398","2020-07-04","Hockley","Texas",48219,68,1
"297399","2020-07-04","Hood","Texas",48221,120,4
"297400","2020-07-04","Hopkins","Texas",48223,70,0
"297401","2020-07-04","Houston","Texas",48225,171,0
"297402","2020-07-04","Howard","Texas",48227,43,1
"297403","2020-07-04","Hudspeth","Texas",48229,16,0
"297404","2020-07-04","Hunt","Texas",48231,533,8
"297405","2020-07-04","Hutchinson","Texas",48233,70,0
"297406","2020-07-04","Irion","Texas",48235,2,0
"297407","2020-07-04","Jack","Texas",48237,12,0
"297408","2020-07-04","Jackson","Texas",48239,53,1
"297409","2020-07-04","Jasper","Texas",48241,60,2
"297410","2020-07-04","Jeff Davis","Texas",48243,4,0
"297411","2020-07-04","Jefferson","Texas",48245,2727,35
"297412","2020-07-04","Jim Hogg","Texas",48247,19,0
"297413","2020-07-04","Jim Wells","Texas",48249,185,0
"297414","2020-07-04","Johnson","Texas",48251,553,4
"297415","2020-07-04","Jones","Texas",48253,610,0
"297416","2020-07-04","Karnes","Texas",48255,53,0
"297417","2020-07-04","Kaufman","Texas",48257,758,5
"297418","2020-07-04","Kendall","Texas",48259,90,0
"297419","2020-07-04","Kenedy","Texas",48261,1,0
"297420","2020-07-04","Kerr","Texas",48265,111,1
"297421","2020-07-04","Kimble","Texas",48267,6,0
"297422","2020-07-04","Kinney","Texas",48271,2,0
"297423","2020-07-04","Kleberg","Texas",48273,87,1
"297424","2020-07-04","Knox","Texas",48275,3,0
"297425","2020-07-04","La Salle","Texas",48283,21,0
"297426","2020-07-04","Lamar","Texas",48277,316,13
"297427","2020-07-04","Lamb","Texas",48279,50,0
"297428","2020-07-04","Lampasas","Texas",48281,20,0
"297429","2020-07-04","Lavaca","Texas",48285,184,1
"297430","2020-07-04","Lee","Texas",48287,72,3
"297431","2020-07-04","Leon","Texas",48289,37,0
"297432","2020-07-04","Liberty","Texas",48291,390,3
"297433","2020-07-04","Limestone","Texas",48293,61,1
"297434","2020-07-04","Lipscomb","Texas",48295,11,0
"297435","2020-07-04","Live Oak","Texas",48297,31,0
"297436","2020-07-04","Llano","Texas",48299,11,0
"297437","2020-07-04","Lubbock","Texas",48303,2620,52
"297438","2020-07-04","Lynn","Texas",48305,39,1
"297439","2020-07-04","Madison","Texas",48313,45,0
"297440","2020-07-04","Marion","Texas",48315,28,1
"297441","2020-07-04","Martin","Texas",48317,18,1
"297442","2020-07-04","Mason","Texas",48319,34,0
"297443","2020-07-04","Matagorda","Texas",48321,263,5
"297444","2020-07-04","Maverick","Texas",48323,519,5
"297445","2020-07-04","McCulloch","Texas",48307,20,0
"297446","2020-07-04","McLennan","Texas",48309,1636,11
"297447","2020-07-04","Medina","Texas",48325,295,2
"297448","2020-07-04","Menard","Texas",48327,8,0
"297449","2020-07-04","Midland","Texas",48329,772,15
"297450","2020-07-04","Milam","Texas",48331,92,1
"297451","2020-07-04","Mills","Texas",48333,1,0
"297452","2020-07-04","Mitchell","Texas",48335,10,0
"297453","2020-07-04","Montague","Texas",48337,21,1
"297454","2020-07-04","Montgomery","Texas",48339,2353,37
"297455","2020-07-04","Moore","Texas",48341,897,15
"297456","2020-07-04","Morris","Texas",48343,42,0
"297457","2020-07-04","Motley","Texas",48345,1,0
"297458","2020-07-04","Nacogdoches","Texas",48347,435,26
"297459","2020-07-04","Navarro","Texas",48349,323,6
"297460","2020-07-04","Newton","Texas",48351,12,0
"297461","2020-07-04","Nolan","Texas",48353,42,0
"297462","2020-07-04","Nueces","Texas",48355,3593,11
"297463","2020-07-04","Ochiltree","Texas",48357,53,2
"297464","2020-07-04","Oldham","Texas",48359,4,1
"297465","2020-07-04","Orange","Texas",48361,303,5
"297466","2020-07-04","Palo Pinto","Texas",48363,38,2
"297467","2020-07-04","Panola","Texas",48365,214,24
"297468","2020-07-04","Parker","Texas",48367,344,1
"297469","2020-07-04","Parmer","Texas",48369,215,8
"297470","2020-07-04","Pecos","Texas",48371,132,0
"297471","2020-07-04","Polk","Texas",48373,170,0
"297472","2020-07-04","Potter","Texas",48375,2937,39
"297473","2020-07-04","Presidio","Texas",48377,19,0
"297474","2020-07-04","Rains","Texas",48379,13,0
"297475","2020-07-04","Randall","Texas",48381,918,7
"297476","2020-07-04","Reagan","Texas",48383,13,0
"297477","2020-07-04","Real","Texas",48385,4,0
"297478","2020-07-04","Red River","Texas",48387,116,12
"297479","2020-07-04","Reeves","Texas",48389,47,0
"297480","2020-07-04","Refugio","Texas",48391,26,0
"297481","2020-07-04","Roberts","Texas",48393,4,0
"297482","2020-07-04","Robertson","Texas",48395,57,0
"297483","2020-07-04","Rockwall","Texas",48397,395,16
"297484","2020-07-04","Runnels","Texas",48399,17,0
"297485","2020-07-04","Rusk","Texas",48401,273,3
"297486","2020-07-04","Sabine","Texas",48403,26,1
"297487","2020-07-04","San Augustine","Texas",48405,114,7
"297488","2020-07-04","San Jacinto","Texas",48407,60,0
"297489","2020-07-04","San Patricio","Texas",48409,187,0
"297490","2020-07-04","San Saba","Texas",48411,5,0
"297491","2020-07-04","Schleicher","Texas",48413,21,0
"297492","2020-07-04","Scurry","Texas",48415,59,0
"297493","2020-07-04","Shackelford","Texas",48417,4,0
"297494","2020-07-04","Shelby","Texas",48419,283,9
"297495","2020-07-04","Sherman","Texas",48421,30,0
"297496","2020-07-04","Smith","Texas",48423,772,5
"297497","2020-07-04","Somervell","Texas",48425,11,0
"297498","2020-07-04","Starr","Texas",48427,683,3
"297499","2020-07-04","Stephens","Texas",48429,8,0
"297500","2020-07-04","Sutton","Texas",48435,11,0
"297501","2020-07-04","Swisher","Texas",48437,38,1
"297502","2020-07-04","Tarrant","Texas",48439,13423,233
"297503","2020-07-04","Taylor","Texas",48441,580,6
"297504","2020-07-04","Terrell","Texas",48443,2,0
"297505","2020-07-04","Terry","Texas",48445,36,0
"297506","2020-07-04","Throckmorton","Texas",48447,1,0
"297507","2020-07-04","Titus","Texas",48449,852,5
"297508","2020-07-04","Tom Green","Texas",48451,408,1
"297509","2020-07-04","Travis","Texas",48453,11131,136
"297510","2020-07-04","Trinity","Texas",48455,44,0
"297511","2020-07-04","Tyler","Texas",48457,27,0
"297512","2020-07-04","Upshur","Texas",48459,66,0
"297513","2020-07-04","Upton","Texas",48461,6,0
"297514","2020-07-04","Uvalde","Texas",48463,137,1
"297515","2020-07-04","Val Verde","Texas",48465,285,0
"297516","2020-07-04","Van Zandt","Texas",48467,101,3
"297517","2020-07-04","Victoria","Texas",48469,1063,8
"297518","2020-07-04","Walker","Texas",48471,2080,28
"297519","2020-07-04","Waller","Texas",48473,178,0
"297520","2020-07-04","Ward","Texas",48475,22,0
"297521","2020-07-04","Washington","Texas",48477,296,31
"297522","2020-07-04","Webb","Texas",48479,1831,28
"297523","2020-07-04","Wharton","Texas",48481,230,1
"297524","2020-07-04","Wheeler","Texas",48483,19,0
"297525","2020-07-04","Wichita","Texas",48485,425,2
"297526","2020-07-04","Wilbarger","Texas",48487,12,0
"297527","2020-07-04","Willacy","Texas",48489,217,3
"297528","2020-07-04","Williamson","Texas",48491,2469,42
"297529","2020-07-04","Wilson","Texas",48493,132,5
"297530","2020-07-04","Winkler","Texas",48495,29,0
"297531","2020-07-04","Wise","Texas",48497,135,5
"297532","2020-07-04","Wood","Texas",48499,94,5
"297533","2020-07-04","Yoakum","Texas",48501,38,0
"297534","2020-07-04","Young","Texas",48503,34,1
"297535","2020-07-04","Zapata","Texas",48505,56,0
"297536","2020-07-04","Zavala","Texas",48507,25,0
"300375","2020-07-05","Anderson","Texas",48001,1082,2
"300376","2020-07-05","Andrews","Texas",48003,103,1
"300377","2020-07-05","Angelina","Texas",48005,541,9
"300378","2020-07-05","Aransas","Texas",48007,35,0
"300379","2020-07-05","Archer","Texas",48009,8,0
"300380","2020-07-05","Armstrong","Texas",48011,3,0
"300381","2020-07-05","Atascosa","Texas",48013,135,2
"300382","2020-07-05","Austin","Texas",48015,88,0
"300383","2020-07-05","Bailey","Texas",48017,102,1
"300384","2020-07-05","Bandera","Texas",48019,27,0
"300385","2020-07-05","Bastrop","Texas",48021,468,6
"300386","2020-07-05","Baylor","Texas",48023,1,0
"300387","2020-07-05","Bee","Texas",48025,69,0
"300388","2020-07-05","Bell","Texas",48027,1523,13
"300389","2020-07-05","Bexar","Texas",48029,14763,130
"300390","2020-07-05","Blanco","Texas",48031,31,1
"300391","2020-07-05","Bosque","Texas",48035,16,0
"300392","2020-07-05","Bowie","Texas",48037,458,22
"300393","2020-07-05","Brazoria","Texas",48039,2715,22
"300394","2020-07-05","Brazos","Texas",48041,2484,34
"300395","2020-07-05","Brewster","Texas",48043,143,1
"300396","2020-07-05","Briscoe","Texas",48045,7,0
"300397","2020-07-05","Brooks","Texas",48047,9,0
"300398","2020-07-05","Brown","Texas",48049,99,13
"300399","2020-07-05","Burleson","Texas",48051,87,0
"300400","2020-07-05","Burnet","Texas",48053,145,3
"300401","2020-07-05","Caldwell","Texas",48055,437,2
"300402","2020-07-05","Calhoun","Texas",48057,97,3
"300403","2020-07-05","Callahan","Texas",48059,19,2
"300404","2020-07-05","Cameron","Texas",48061,2779,67
"300405","2020-07-05","Camp","Texas",48063,123,2
"300406","2020-07-05","Carson","Texas",48065,7,0
"300407","2020-07-05","Cass","Texas",48067,51,2
"300408","2020-07-05","Castro","Texas",48069,99,1
"300409","2020-07-05","Chambers","Texas",48071,352,2
"300410","2020-07-05","Cherokee","Texas",48073,212,2
"300411","2020-07-05","Childress","Texas",48075,7,0
"300412","2020-07-05","Clay","Texas",48077,9,0
"300413","2020-07-05","Cochran","Texas",48079,1,0
"300414","2020-07-05","Coke","Texas",48081,5,1
"300415","2020-07-05","Coleman","Texas",48083,3,0
"300416","2020-07-05","Collin","Texas",48085,3521,46
"300417","2020-07-05","Collingsworth","Texas",48087,6,0
"300418","2020-07-05","Colorado","Texas",48089,104,0
"300419","2020-07-05","Comal","Texas",48091,907,9
"300420","2020-07-05","Comanche","Texas",48093,21,1
"300421","2020-07-05","Concho","Texas",48095,11,0
"300422","2020-07-05","Cooke","Texas",48097,61,0
"300423","2020-07-05","Coryell","Texas",48099,336,2
"300424","2020-07-05","Cottle","Texas",48101,4,1
"300425","2020-07-05","Crane","Texas",48103,60,9
"300426","2020-07-05","Crockett","Texas",48105,13,0
"300427","2020-07-05","Crosby","Texas",48107,26,1
"300428","2020-07-05","Culberson","Texas",48109,3,0
"300429","2020-07-05","Dallam","Texas",48111,91,1
"300430","2020-07-05","Dallas","Texas",48113,25840,395
"300431","2020-07-05","Dawson","Texas",48115,70,1
"300432","2020-07-05","DeWitt","Texas",48123,96,1
"300433","2020-07-05","Deaf Smith","Texas",48117,355,17
"300434","2020-07-05","Delta","Texas",48119,7,0
"300435","2020-07-05","Denton","Texas",48121,3338,37
"300436","2020-07-05","Dickens","Texas",48125,2,0
"300437","2020-07-05","Dimmit","Texas",48127,13,0
"300438","2020-07-05","Donley","Texas",48129,27,0
"300439","2020-07-05","Duval","Texas",48131,57,0
"300440","2020-07-05","Eastland","Texas",48133,11,0
"300441","2020-07-05","Ector","Texas",48135,1092,9
"300442","2020-07-05","Edwards","Texas",48137,2,0
"300443","2020-07-05","El Paso","Texas",48141,7213,135
"300444","2020-07-05","Ellis","Texas",48139,1046,19
"300445","2020-07-05","Erath","Texas",48143,146,1
"300446","2020-07-05","Falls","Texas",48145,34,0
"300447","2020-07-05","Fannin","Texas",48147,112,7
"300448","2020-07-05","Fayette","Texas",48149,104,3
"300449","2020-07-05","Fisher","Texas",48151,11,1
"300450","2020-07-05","Floyd","Texas",48153,36,0
"300451","2020-07-05","Fort Bend","Texas",48157,4120,56
"300452","2020-07-05","Franklin","Texas",48159,50,0
"300453","2020-07-05","Freestone","Texas",48161,33,0
"300454","2020-07-05","Frio","Texas",48163,233,0
"300455","2020-07-05","Gaines","Texas",48165,28,0
"300456","2020-07-05","Galveston","Texas",48167,3990,46
"300457","2020-07-05","Garza","Texas",48169,12,0
"300458","2020-07-05","Gillespie","Texas",48171,45,0
"300459","2020-07-05","Glasscock","Texas",48173,5,0
"300460","2020-07-05","Goliad","Texas",48175,15,0
"300461","2020-07-05","Gonzales","Texas",48177,306,4
"300462","2020-07-05","Gray","Texas",48179,121,4
"300463","2020-07-05","Grayson","Texas",48181,633,5
"300464","2020-07-05","Gregg","Texas",48183,417,14
"300465","2020-07-05","Grimes","Texas",48185,557,2
"300466","2020-07-05","Guadalupe","Texas",48187,849,3
"300467","2020-07-05","Hale","Texas",48189,500,7
"300468","2020-07-05","Hall","Texas",48191,2,1
"300469","2020-07-05","Hamilton","Texas",48193,22,1
"300470","2020-07-05","Hansford","Texas",48195,31,2
"300471","2020-07-05","Hardeman","Texas",48197,5,0
"300472","2020-07-05","Hardin","Texas",48199,260,5
"300473","2020-07-05","Harris","Texas",48201,36597,400
"300474","2020-07-05","Harrison","Texas",48203,339,30
"300475","2020-07-05","Hartley","Texas",48205,36,2
"300476","2020-07-05","Haskell","Texas",48207,5,0
"300477","2020-07-05","Hays","Texas",48209,3088,7
"300478","2020-07-05","Hemphill","Texas",48211,15,0
"300479","2020-07-05","Henderson","Texas",48213,168,4
"300480","2020-07-05","Hidalgo","Texas",48215,4798,58
"300481","2020-07-05","Hill","Texas",48217,76,1
"300482","2020-07-05","Hockley","Texas",48219,68,1
"300483","2020-07-05","Hood","Texas",48221,120,4
"300484","2020-07-05","Hopkins","Texas",48223,70,1
"300485","2020-07-05","Houston","Texas",48225,171,0
"300486","2020-07-05","Howard","Texas",48227,43,1
"300487","2020-07-05","Hudspeth","Texas",48229,16,0
"300488","2020-07-05","Hunt","Texas",48231,533,8
"300489","2020-07-05","Hutchinson","Texas",48233,70,0
"300490","2020-07-05","Irion","Texas",48235,2,0
"300491","2020-07-05","Jack","Texas",48237,12,0
"300492","2020-07-05","Jackson","Texas",48239,53,1
"300493","2020-07-05","Jasper","Texas",48241,61,2
"300494","2020-07-05","Jeff Davis","Texas",48243,4,0
"300495","2020-07-05","Jefferson","Texas",48245,2727,35
"300496","2020-07-05","Jim Hogg","Texas",48247,20,0
"300497","2020-07-05","Jim Wells","Texas",48249,189,0
"300498","2020-07-05","Johnson","Texas",48251,553,4
"300499","2020-07-05","Jones","Texas",48253,610,0
"300500","2020-07-05","Karnes","Texas",48255,53,0
"300501","2020-07-05","Kaufman","Texas",48257,758,5
